Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
40193,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8085,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5051,107,1,1,2,6,2,2,2,0,6,6,6,0,74766.35514,18691.58879,107,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,9345.794393,9345.794393,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5050,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8086,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2161,65,1,1,2,6,2,2,2,0,6,6,6,0,123076.9231,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,15384.61538,15384.61538,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8083,32,1,1,2,6,2,2,2,0,6,6,6,0,250000,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,31250,31250,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2160,75,1,1,2,6,2,2,2,0,6,6,6,0,106666.6667,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
9900,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2800,69,1,1,2,6,2,2,2,0,6,6,6,0,115942.029,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14492.75362,14492.75362,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8084,45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5190,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8081,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8080,101,1,1,2,6,2,2,2,0,6,6,6,0,79207.92079,19801.9802,101,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,9900.990099,9900.990099,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8082,46,1,1,2,6,2,2,2,0,6,6,6,0,173913.0435,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
6389,64,1,1,2,6,2,2,2,0,6,6,6,0,125000,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,15625,15625,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3351,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2030,19,1,1,2,6,2,2,2,0,6,6,6,0,421052.6316,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,52631.57895,52631.57895,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
1782,15,1,1,2,6,2,2,2,0,6,6,6,0,533333.3333,133333.3333,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
52848,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3493,19,1,1,2,6,2,2,2,0,6,6,6,0,421052.6316,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,52631.57895,52631.57895,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2035,45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
17988,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,99248750,8,8,403,13043,379,0,50.375,132.8177457,5792,0,1630.375,1964.798931,135.4777768,0.161211098,6616583.333,25300000,97900000,1,99100000,14200000,36900000,97900000,1,99200000,14200000,37400000,98900000,46,0,0,0,0,224,264,0.080605549,0.080605549,0,5792,791.2941176,1536.785556,2361709.846,1,0,0,0,0,0,0,0,1,840.75,50.375,1630.375,224,0,0,0,0,0,0,8,403,8,13043,0,235,4,20,192634,0,192634,192634,97900000,0,97900000,97900000,DoS Hulk
80,99231842,6,8,392,11595,380,0,65.33333333,154.1825758,5792,0,1449.375,2046.673464,120.7979189,0.141083746,7633218.615,27200000,98100000,2,99100000,19800000,43700000,98100000,2,99200000,14200000,37400000,99100000,48,0,0,0,0,184,264,0.060464463,0.080619283,0,5792,799.5333333,1618.714519,2620236.695,1,0,0,0,0,0,0,0,1,856.6428571,65.33333333,1449.375,184,0,0,0,0,0,0,6,392,8,11595,0,235,2,20,17011,0,17011,17011,98100000,0,98100000,98100000,DoS Hulk
80,99226732,9,6,368,11595,368,0,40.88888889,122.6666667,4344,0,1932.5,1754.831473,120.5622694,0.151168941,7087623.714,26200000,98100000,1,99100000,12400000,34600000,98100000,1,147462,29492.4,58297.31954,133223,38,0,0,0,0,304,200,0.090701365,0.060467576,0,4344,747.6875,1390.331937,1933022.896,0,0,0,0,1,0,0,0,0,797.5333333,40.88888889,1932.5,304,0,0,0,0,0,0,9,368,6,11595,274,235,1,32,992,0,992,992,98100000,0,98100000,98100000,DoS Hulk
80,99228718,7,5,366,11595,366,0,52.28571429,138.3349971,4344,0,2319,2196.731436,120.539701,0.120932732,9020792.545,29500000,98100000,1,99100000,16500000,40000000,98100000,1,144508,36127,64918.092,133197,64,0,0,0,0,240,168,0.070544094,0.050388638,0,4344,920.0769231,1715.620318,2943353.077,0,0,0,0,1,0,0,0,0,996.75,52.28571429,2319,240,0,0,0,0,0,0,7,366,5,11595,274,235,1,32,4,0,4,4,98100000,0,98100000,98100000,DoS Hulk
80,99440728,9,7,730,11595,353,0,81.11111111,154.1715315,5792,0,1656.428571,2120.732252,123.9431795,0.160899868,6629381.867,25300000,98100000,1,99300000,12400000,34600000,98100000,1,99400000,16600000,40400000,99100000,46,0,0,0,0,256,232,0.090506176,0.070393692,0,5792,725.3529412,1530.857437,2343524.493,1,0,0,0,0,0,0,0,0,770.6875,81.11111111,1656.428571,256,0,0,0,0,0,0,9,730,7,11595,0,235,5,20,18023,0,18023,18023,98100000,0,98100000,98100000,DoS Hulk
80,99693721,11,6,915,11595,305,0,83.18181818,142.4653068,4344,0,1932.5,1977.812908,125.4843322,0.170522274,6230857.563,24500000,98100000,1,99600000,9955716.7,31000000,98100000,1,564469,112893.8,185725.7969,427967,34,0,0,0,0,368,200,0.110337942,0.060184332,0,4344,695,1404.837901,1973569.529,0,0,0,0,1,0,0,0,0,735.8823529,83.18181818,1932.5,368,0,0,0,0,0,0,11,915,6,11595,274,235,3,32,976,0,976,976,98100000,0,98100000,98100000,DoS Hulk
80,99436748,10,6,690,11595,345,0,69,145.4647724,5792,0,1932.5,2181.008184,123.5458746,0.160906308,6629116.533,25300000,98100000,1,99300000,11000000,32600000,98100000,1,360418,72083.6,103548.8974,224905,44,0,0,0,0,336,200,0.100566442,0.060339865,0,5792,722.6470588,1531.985066,2346978.243,0,0,0,0,1,0,0,0,0,767.8125,69,1932.5,336,0,0,0,0,0,0,10,690,6,11595,274,235,2,32,1007,0,1007,1007,98100000,0,98100000,98100000,DoS Hulk
80,99438834,8,7,596,11595,289,0,74.5,132.4214053,5792,0,1656.428571,2119.480114,122.5979782,0.150846499,7102773.857,26200000,98100000,4,99300000,14200000,37000000,98100000,4,99400000,16600000,40400000,99100000,35,0,0,0,0,236,232,0.080451466,0.070395033,0,5792,762.3125,1571.172077,2468581.696,1,0,0,0,0,0,0,0,0,813.1333333,74.5,1656.428571,236,0,0,0,0,0,0,8,596,7,11595,0,235,4,20,17956,0,17956,17956,98100000,0,98100000,98100000,DoS Hulk
80,99290618,8,6,638,11595,310,0,79.75,142.140524,7240,0,1932.5,3126.682571,123.2039869,0.14100023,7637739.846,27100000,97900000,5,99200000,14200000,36900000,97900000,5,99300000,19900000,44200000,98900000,48,0,0,0,0,236,200,0.08057156,0.06042867,0,7240,815.9333333,2095.815439,4392442.352,1,0,0,0,0,0,0,0,0,874.2142857,79.75,1932.5,236,0,0,0,0,0,0,8,638,6,11595,0,235,4,20,16975,0,16975,16975,97900000,0,97900000,97900000,DoS Hulk
80,99290711,8,7,760,11595,371,0,95,170.3735392,5792,0,1656.428571,2120.732252,124.4325866,0.151071534,7092193.643,26100000,97900000,0,99200000,14200000,36900000,97900000,0,99300000,16500000,40400000,98900000,45,0,0,0,0,236,232,0.080571485,0.070500049,0,5792,772.5625,1568.802132,2461140.129,1,0,0,0,0,0,0,0,0,824.0666667,95,1656.428571,236,0,0,0,0,0,0,8,760,7,11595,0,235,4,20,17004,0,17004,17004,97900000,0,97900000,97900000,DoS Hulk
80,99583895,12,6,963,11595,321,0,80.25,145.1777124,7240,0,1932.5,3126.682571,126.1047281,0.180752119,5857876.176,23800000,98100000,0,99500000,9046836.727,29500000,98100000,0,505619,101123.8,190047.9229,436980,86,0,0,0,0,400,200,0.120501412,0.060250706,0,7240,660.9473684,1875.233362,3516500.164,0,0,0,0,1,0,0,0,0,697.6666667,80.25,1932.5,400,0,0,0,0,0,0,12,963,6,11595,251,235,3,32,6021,0,6021,6021,98100000,0,98100000,98100000,DoS Hulk
80,99386711,9,7,966,11595,316,0,107.3333333,156.521564,4344,0,1656.428571,1760.597234,126.385106,0.160987318,6625780.733,25300000,97900000,1,99400000,12400000,34500000,97900000,1,99400000,16600000,40400000,98900000,48,0,0,0,0,268,232,0.090555366,0.070431951,0,4344,739.2352941,1341.972593,1800890.441,1,0,0,0,0,0,0,0,0,785.4375,107.3333333,1656.428571,268,0,0,0,0,0,0,9,966,7,11595,0,235,5,20,16987,0,16987,16987,97900000,0,97900000,97900000,DoS Hulk
80,99766744,11,6,1416,11595,348,0,128.7272727,173.8626417,4344,0,1932.5,2181.008184,130.4141989,0.170397462,6235421.5,24400000,97900000,1,99800000,9976617.3,30900000,97900000,1,99800000,20000000,44100000,98900000,47,0,0,0,0,320,200,0.110257181,0.060140281,0,4344,723.1666667,1480.509779,2191909.206,1,0,0,0,0,0,0,0,0,765.7058824,128.7272727,1932.5,320,0,0,0,0,0,0,11,1416,6,11595,0,235,7,20,16992,0,16992,16992,97900000,0,97900000,97900000,DoS Hulk
80,100254053,9,7,395,11595,371,0,43.88888889,122.703346,5792,0,1656.428571,2429.118623,119.5961624,0.159594545,6683603.533,25100000,97200000,1,100000000,12500000,34200000,97200000,1,100000000,16700000,40900000,100000000,18,0,0,0,0,264,232,0.089771932,0.069822614,0,5792,705.6470588,1700.787903,2892679.493,1,0,0,0,0,0,0,0,0,749.75,43.88888889,1656.428571,264,0,0,0,0,0,0,9,395,7,11595,0,235,4,20,2947,0,2947,2947,97200000,0,97200000,97200000,DoS Hulk
57452,83829317,7,6,11595,346,4344,0,1656.428571,2118.227235,328,0,57.66666667,132.468361,142.4442,0.155077012,6985776.417,24100000,83700000,12,83800000,14000000,34200000,83700000,86,83700000,16700000,37400000,83700000,12,0,0,0,0,232,164,0.083503006,0.071574006,0,4344,852.9285714,1665.266921,2773113.918,0,0,0,0,1,0,0,0,0,918.5384615,1656.428571,57.66666667,232,0,0,0,0,0,0,7,11595,6,346,235,229,4,32,11006,0,11006,11006,83700000,0,83700000,83700000,BENIGN
80,100832978,11,5,322,11595,322,0,29.27272727,97.08665295,5792,0,2319,2423.629716,118.1855404,0.158678245,6722198.533,25200000,97800000,1,101000000,10100000,30800000,97800000,1,8672,2168,3949.49347,8090,62,0,0,0,0,376,168,0.109091294,0.049586952,0,5792,701,1622.779175,2633412.25,0,0,0,0,1,0,0,0,0,744.8125,29.27272727,2319,376,0,0,0,0,0,0,11,322,5,11595,274,235,1,32,8,0,8,8,97800000,0,97800000,97800000,DoS Hulk
80,101035159,9,5,436,11595,412,0,48.44444444,136.3663367,11595,0,2319,5185.44164,119.07736,0.138565625,7771935.308,27100000,98000000,1,101000000,12600000,34500000,98000000,1,101000000,25300000,50500000,101000000,6,0,0,0,0,264,168,0.089077902,0.049487723,0,11595,802.4666667,2987.52953,8925332.695,1,0,0,0,0,0,0,0,0,859.7857143,48.44444444,2319,264,0,0,0,0,0,0,9,436,5,11595,0,235,4,20,12977,0,12977,12977,98000000,0,98000000,98000000,DoS Hulk
80,100673150,10,8,2298,11595,381,0,229.8,195.2086064,4344,0,1449.375,1729.380148,138.001046,0.178796432,5921950,23600000,97300000,16,101000000,11200000,32300000,97300000,1002,101000000,14400000,36600000,97300000,16,0,0,0,0,304,264,0.099331351,0.079465081,0,4344,731.5263158,1257.077359,1580243.485,1,0,0,0,0,0,0,0,0,772.1666667,229.8,1449.375,304,0,0,0,0,0,0,10,2298,8,11595,0,235,7,20,10020,0,10020,10020,97300000,0,97300000,97300000,DoS Hulk
80,100400623,11,7,373,11595,373,0,33.90909091,112.4637315,5792,0,1656.428571,2119.480114,119.2024476,0.179281756,5905919,23600000,97400000,1,100000000,10000000,30700000,97400000,1,1287,214.5,300.3576202,806,1,0,0,0,0,376,232,0.109561073,0.069720683,0,5792,629.8947368,1467.424308,2153334.099,0,0,0,0,1,0,0,0,0,664.8888889,33.90909091,1656.428571,376,0,0,0,0,0,0,11,373,7,11595,251,235,1,32,4041,0,4041,4041,97400000,0,97400000,97400000,DoS Hulk
80,100418706,8,6,432,11595,414,0,54,145.4922678,10147,0,1932.5,4065.734263,119.768522,0.139416256,7724515.846,27000000,97400000,5,100000000,14300000,36600000,97400000,274,100000000,20100000,44900000,100000000,5,0,0,0,0,244,200,0.079666432,0.059749824,0,10147,802.2,2612.83891,6826927.171,1,0,0,0,0,0,0,0,0,859.5,54,1932.5,244,0,0,0,0,0,0,8,432,6,11595,0,235,3,20,8010,0,8010,8010,97400000,0,97400000,97400000,DoS Hulk
80,100418815,8,6,361,11595,361,0,45.125,127.632774,5792,0,1932.5,2537.820147,119.0613532,0.139416104,7724524.231,27000000,97400000,2,100000000,14300000,36600000,97400000,4,1106,221.2,328.408587,791,2,0,0,0,0,280,200,0.079666345,0.059749759,0,5792,797.0666667,1797.03297,3229327.495,0,0,0,0,1,0,0,0,0,854,45.125,1932.5,280,0,0,0,0,0,0,8,361,6,11595,251,235,1,32,267,0,267,267,97400000,0,97400000,97400000,DoS Hulk
80,100409972,9,6,325,11595,325,0,36.11111111,108.3333333,4355,0,1932.5,2182.468304,118.7133087,0.149387553,7172140.857,26000000,97400000,3,100000000,12600000,34300000,97400000,83,5182,1036.4,1774.975155,4124,3,0,0,0,0,312,200,0.089632532,0.059755021,0,4355,745,1580.050674,2496560.133,0,0,0,0,1,0,0,0,0,794.6666667,36.11111111,1932.5,312,0,0,0,0,0,0,9,325,6,11595,251,235,1,32,806,0,806,806,97400000,0,97400000,97400000,DoS Hulk
80,101178498,10,6,362,11595,350,0,36.2,110.2862941,5792,0,1932.5,2537.820147,118.1772831,0.158136366,6745233.2,25300000,98200000,1,101000000,11200000,32600000,98200000,1,7160,1432,2636.740507,6093,2,0,0,0,0,320,200,0.098835229,0.059301137,0,5792,703.3529412,1701.517225,2895160.868,0,0,0,0,1,0,0,0,0,747.3125,36.2,1932.5,320,0,0,0,0,0,0,10,362,6,11595,274,235,3,20,1011,0,1011,1011,98200000,0,98200000,98200000,DoS Hulk
80,101156955,9,6,371,11595,365,0,41.22222222,121.4328804,4344,0,1932.5,2178.085008,118.2914215,0.148284416,7225496.786,26200000,98100000,1,101000000,12600000,34600000,98100000,1,4609,921.8,1734.428205,4016,16,0,0,0,0,300,200,0.08897065,0.059313766,0,4344,747.875,1577.166188,2487453.183,0,0,0,0,1,0,0,0,0,797.7333333,41.22222222,1932.5,300,0,0,0,0,0,0,9,371,6,11595,251,235,2,20,9,0,9,9,98100000,0,98100000,98100000,DoS Hulk
80,100922639,8,7,358,11595,340,0,44.75,119.3359603,5792,0,1656.428571,2429.118623,118.4372517,0.148628694,7208759.929,26100000,97900000,1,101000000,14400000,36800000,97900000,1,101000000,16800000,41200000,101000000,3,0,0,0,0,244,232,0.079268637,0.069360057,0,5792,747.4375,1747.133499,3052475.463,1,0,0,0,0,0,0,0,0,797.2666667,44.75,1656.428571,244,0,0,0,0,0,0,8,358,7,11595,0,235,3,20,16994,0,16994,16994,97900000,0,97900000,97900000,DoS Hulk
80,101084709,10,7,359,11595,359,0,35.9,113.525768,5792,0,1656.428571,2120.732252,118.2572529,0.168175782,6317794.313,24500000,98100000,2,101000000,11200000,32600000,98100000,3,1365,227.5,303.0351465,792,2,0,0,0,0,344,232,0.098926931,0.069248851,0,5792,664.1111111,1502.57461,2257730.458,0,0,0,0,1,0,0,0,0,703.1764706,35.9,1656.428571,344,0,0,0,0,0,0,10,359,7,11595,274,235,1,32,8007,0,8007,8007,98100000,0,98100000,98100000,DoS Hulk
80,101084659,8,7,335,11595,317,0,41.875,111.2069339,4355,0,1656.428571,2121.983652,118.0198867,0.148390469,7220332.786,26200000,98100000,2,101000000,14400000,36900000,98100000,54,101000000,16800000,41300000,101000000,2,0,0,0,0,244,232,0.079141584,0.069248886,0,4355,746,1579.441969,2494636.933,1,0,0,0,0,0,0,0,0,795.7333333,41.875,1656.428571,244,0,0,0,0,0,0,8,335,7,11595,0,235,3,20,17002,0,17002,17002,98100000,0,98100000,98100000,DoS Hulk
80,101084324,9,6,355,11595,355,0,39.44444444,118.3333333,4344,0,1932.5,1754.831473,118.2181324,0.148390961,7220308.857,26200000,98100000,1,101000000,12600000,34500000,98100000,1,8957,1791.4,3668.794121,8350,15,0,0,0,0,312,200,0.089034577,0.059356384,0,4344,746.875,1390.572394,1933691.583,0,0,0,0,1,0,0,0,0,796.6666667,39.44444444,1932.5,312,0,0,0,0,0,0,9,355,6,11595,251,235,1,32,5,0,5,5,98100000,0,98100000,98100000,DoS Hulk
80,101094022,8,7,392,11595,374,0,49,131.3533946,4355,0,1656.428571,2121.983652,118.5727876,0.148376726,7221001.571,26200000,98100000,3,101000000,14400000,36900000,98100000,293,101000000,16800000,41300000,101000000,3,0,0,0,0,244,232,0.079134254,0.069242472,0,4355,749.5625,1578.473819,2491579.596,1,0,0,0,0,0,0,0,0,799.5333333,49,1656.428571,244,0,0,0,0,0,0,8,392,7,11595,0,235,3,20,16976,0,16976,16976,98100000,0,98100000,98100000,DoS Hulk
80,101093232,7,6,386,11595,374,0,55.14285714,140.63123,10136,0,1932.5,4061.030399,118.5143631,0.128594167,8424436,28200000,98100000,2,101000000,16800000,39800000,98100000,57,101000000,20200000,45200000,101000000,2,0,0,0,0,224,200,0.069243013,0.059351154,0,10136,856.2142857,2699.62562,7287978.489,1,0,0,0,0,0,0,0,0,922.0769231,55.14285714,1932.5,224,0,0,0,0,0,0,7,386,6,11595,0,235,2,20,17000,0,17000,17000,98100000,0,98100000,98100000,DoS Hulk
80,101096094,8,7,352,11595,334,0,44,117.2153086,5792,0,1656.428571,2429.118623,118.1746943,0.148373685,7221149.571,26200000,98100000,2,101000000,14400000,36900000,98100000,2,101000000,16800000,41300000,101000000,14,0,0,0,0,244,232,0.079132632,0.069241053,0,5792,747.0625,1747.227422,3052803.663,1,0,0,0,0,0,0,0,0,796.8666667,44,1656.428571,244,0,0,0,0,0,0,8,352,7,11595,0,235,3,20,16991,0,16991,16991,98100000,0,98100000,98100000,DoS Hulk
80,113298367,7,6,351,11595,351,0,50.14285714,132.66553,5792,0,1932.5,2537.820147,105.4384129,0.114741283,9441530.583,28000000,97300000,1,113000000,18900000,38900000,97300000,1,2457,491.4,763.9183857,1795,2,0,0,0,0,240,200,0.061783768,0.052957515,0,5792,853.2857143,1850.983997,3426141.758,0,0,0,0,1,0,0,0,0,918.9230769,50.14285714,1932.5,240,0,0,0,0,0,0,7,351,6,11595,251,235,1,32,4,0,4,4,56600000,57400000,97300000,16000000,DoS Hulk
54870,120,1,0,10,0,5,5,5,0,0,0,0,0,500000,83333.3333,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,30,0,83333.3333,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,8,5,0,30,0,0,0,0,0,0,2,10,0,0,30,-1,1,15,0,0,0,0,0,0,0,0,U2R
54871,150,2,0,12,0,6,6,6,0,0,0,0,0,600000,120000,15,0,15,15,15,15,0,15,15,0,0,0,0,0,0,0,0,0,35,0,120000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,35,0,0,0,0,0,0,2,12,0,0,33,-1,1,20,0,0,0,0,0,0,0,0,U2R
54872,95,1,0,8,0,4,4,4,0,0,0,0,0,400000,42105.26316,8,0,8,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,25,0,42105.26316,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,7,4,0,25,0,0,0,0,0,0,1,8,0,0,28,-1,1,12,0,0,0,0,0,0,0,0,U2R
54873,200,1,1,6,6,6,6,6,0,6,6,6,0,300000,150000,20,0,20,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,40,40,150000,150000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,10,6,6,40,0,0,0,0,0,0,2,6,1,6,32,300,0,25,0,0,0,0,0,0,0,0,R2L
